PathName,NumFrames,Average dead reckoned error distance,Average led reckoned error distance,DeadUpdates,LedUpdates,diffUpdates,,Dead reckoning updates per frame,Led reckoning updates per frame,,,Average dead reckoning prediction error cm,Average led reckoning prediction error cm,Dead reckoning updates per second,Led reckoning updates per second
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\334_natus-vincere-team-ldlc_de_inferno.player1.path31.csv,1508,18.79608671,16.79140053,677,328,349,0.484490399,0.448938992,0.217506631,,,35.80654519,31.98761801,26.93633952,13.05039788
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\334_natus-vincere-team-ldlc_de_inferno.player3.path30.csv,4262,15.12062369,14.18858357,1564,913,651,0.583759591,0.366963867,0.214218677,,,28.80478812,27.0292517,22.017832,12.8531206
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\334_natus-vincere-team-ldlc_de_inferno.player9.path11.csv,3172,20.74240039,20.47238417,1572,1244,328,0.791348601,0.495586381,0.392181589,,,39.51427273,38.99989185,29.73518285,23.53089533
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R1_1406587232.player1.path34.csv,1735,12.18698296,12.53875084,400,258,142,0.645,0.23054755,0.14870317,,,23.21620255,23.88632034,13.83285303,8.922190202
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R1_1406587232.player3.path20.csv,650,2.861494404,3.388448094,39,23,16,0.58974359,0.06,0.035384615,,,5.451146839,6.454993619,3.6,2.123076923
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R1_1406587232.player3.path39.csv,892,14.46068514,15.17151476,324,197,127,0.608024691,0.3632287,0.220852018,,,27.5476052,28.90173563,21.79372197,13.25112108
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R1_1406587232.player5.path14.csv,1328,12.40602811,14.8364018,332,262,70,0.789156627,0.25,0.197289157,,,23.63348355,28.26334544,15,11.8373494
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406586816.player4.path11.csv,1420,9.910348288,11.61369478,232,272,-40,1.172413793,0.163380282,0.191549296,,,18.87921349,22.12408856,9.802816901,11.49295775
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406586816.player4.path30.csv,1516,11.81755771,13.73192981,353,327,26,0.926345609,0.232849604,0.215699208,,,22.51244744,26.15932629,13.97097625,12.94195251
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406586816.player5.path22.csv,771,11.24051755,12.68586025,182,102,80,0.56043956,0.236057069,0.13229572,,,21.41318593,24.16656378,14.16342412,7.937743191
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406586816.player6.path4.csv,1238,10.27406637,11.86020772,259,171,88,0.66023166,0.209208401,0.13812601,,,19.57209643,22.5936957,12.55250404,8.287560582
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406586816.player7.path14.csv,1288,12.47046647,14.9412378,319,218,101,0.68338558,0.247670807,0.169254658,,,23.75623862,28.46305802,14.86024845,10.1552795
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406587141.player0.path30.csv,1390,11.88731286,13.19640186,271,210,61,0.774907749,0.194964029,0.151079137,,,22.64533099,25.13914554,11.69784173,9.064748201
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406587141.player5.path21.csv,617,10.33889653,12.76862327,122,89,33,0.729508197,0.197730956,0.144246353,,,19.69559789,24.32422733,11.86385737,8.654781199
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406587141.player5.path34.csv,1826,13.67442682,15.32999583,513,350,163,0.682261209,0.28094195,0.191675794,,,26.0497831,29.20364206,16.85651698,11.50054765
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406587141.player7.path28.csv,1309,11.11873154,13.34823494,237,166,71,0.700421941,0.18105424,0.126814362,,,21.18118359,25.42838756,10.86325439,7.608861727
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406587141.player8.path13.csv,1041,12.70948404,13.40549892,304,199,105,0.654605263,0.292026897,0.191162344,,,24.2115671,25.53747545,17.52161383,11.46974063
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\2799_R2_1406587141.player9.path20.csv,708,11.13994557,12.54858142,146,118,28,0.808219178,0.206214689,0.166666667,,,21.22159631,23.9050476,12.37288136,10
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_fnatic_Wizards.player0.path12.csv,1376,11.60329055,13.2143998,275,287,-12,1.043636364,0.199854651,0.208575581,,,22.1042685,25.17343162,11.99127907,12.51453488
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_fnatic_Wizards.player1.path12.csv,1284,12.93502238,15.01702243,334,246,88,0.736526946,0.260124611,0.191588785,,,24.64121764,28.60742773,15.60747664,11.4953271
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_fnatic_Wizards.player7.path14.csv,1376,13.06055189,13.92986811,327,213,114,0.651376147,0.237645349,0.154796512,,,24.88035136,26.53639875,14.25872093,9.287790698
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_fnatic_Wizards.player7.path19.csv,1868,11.26692642,12.90853917,374,259,115,0.692513369,0.200214133,0.138650964,,,21.46349483,24.59076713,12.01284797,8.319057816
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Ninjas in.player2.path32.csv,585,9.682632148,11.17157389,88,35,53,0.397727273,0.15042735,0.05982906,,,18.44541424,21.28184827,9.025641026,3.58974359
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Team LDLC.player0.path16.csv,520,10.668944,11.68159581,117,59,58,0.504273504,0.225,0.113461538,,,20.32433832,22.25344002,13.5,6.807692308
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Team LDLC.player4.path7.csv,966,11.66834774,13.23689408,196,143,53,0.729591837,0.202898551,0.148033126,,,22.22820244,25.21628322,12.17391304,8.881987578
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Team LDLC.player5.path10.csv,2459,9.033313521,10.53123779,359,291,68,0.810584958,0.145994307,0.118340789,,,17.20846226,20.06200798,8.759658398,7.100447336
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Team LDLC.player5.path13.csv,1194,13.43394438,16.98502979,297,341,-44,1.148148148,0.248743719,0.28559464,,,25.59166404,32.35648175,14.92462312,17.13567839
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Team LDLC.player8.path22.csv,723,11.69469042,14.09068445,173,130,43,0.751445087,0.239280775,0.179806362,,,22.27838525,26.84275387,14.35684647,10.78838174
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Virtus Pr.player1.path35.csv,1304,11.41696602,13.4978024,279,305,-26,1.093189964,0.213957055,0.233895706,,,21.74932026,25.71331358,12.83742331,14.03374233
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Virtus Pr.player2.path33.csv,1664,12.65649965,14.97902488,329,261,68,0.79331307,0.197716346,0.156850962,,,24.11063184,28.5350424,11.86298077,9.411057692
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Virtus Pr.player9.path7.csv,1934,12.65366475,14.0356801,492,290,202,0.589430894,0.254395036,0.149948294,,,24.10523136,26.73797058,15.26370217,8.996897622
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Virtus Pr.player9.path16.csv,1581,14.68266049,16.38806738,537,339,198,0.631284916,0.339658444,0.214421252,,,27.97046824,31.21926837,20.37950664,12.86527514
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team Dign_Virtus Pr.player9.path33.csv,1267,10.87448466,11.74728162,257,181,76,0.704280156,0.202841358,0.142857143,,,20.71589328,22.37857148,12.17048145,8.571428571
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team LDLC_Virtus Pr.player1.path22.csv,1039,13.08554772,13.9633133,295,260,35,0.881355932,0.283926853,0.250240616,,,24.92796841,26.60011184,17.03561116,15.01443696
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team LDLC_Virtus Pr.player2.path20.csv,1270,13.46446254,14.87935384,317,208,109,0.65615142,0.249606299,0.163779528,,,25.64980114,28.34516907,14.97637795,9.826771654
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team LDLC_Virtus Pr.player4.path19.csv,416,8.478241978,9.027785542,67,42,25,0.626865672,0.161057692,0.100961538,,,16.15105097,17.19793146,9.663461538,6.057692308
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Team LDLC_Virtus Pr.player5.path8.csv,515,9.261630696,11.12106868,84,54,30,0.642857143,0.163106796,0.104854369,,,17.64340648,21.18563584,9.786407767,6.291262136
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Wizards_Titan.player0.path21.csv,1121,13.28168497,14.78429858,320,242,78,0.75625,0.285459411,0.21587868,,,25.30160986,28.16408879,17.12756467,12.95272079
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3996_R1_Wizards_Titan.player1.path9.csv,1488,10.59656998,12.03916237,254,262,-8,1.031496063,0.170698925,0.176075269,,,20.18646581,22.93460432,10.24193548,10.56451613
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_1406554410.player7.path14.csv,742,12.27524424,13.74075479,190,140,50,0.736842105,0.25606469,0.188679245,,,23.38434028,26.17613787,15.3638814,11.32075472
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_1406554410.player9.path20.csv,1448,15.53817868,17.02430205,532,392,140,0.736842105,0.367403315,0.270718232,,,29.60023038,32.4312954,22.0441989,16.24309392
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_1406554754.player2.path34.csv,1066,11.55087068,12.92907215,208,143,65,0.6875,0.195121951,0.134146341,,,22.00440864,24.62988244,11.70731707,8.048780488
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_1406554754.player4.path22.csv,509,9.437869274,10.91396021,100,60,40,0.6,0.196463654,0.117878193,,,17.97914097,20.7910942,11.78781925,7.072691552
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_1406554754.player5.path21.csv,974,10.92547115,12.05776023,232,172,60,0.74137931,0.238193018,0.176591376,,,20.81302254,22.97003323,14.29158111,10.59548255
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_1406554754.player9.path29.csv,1166,11.71889086,12.27723138,277,243,34,0.877256318,0.237564322,0.208404803,,,22.3244871,23.38812579,14.25385935,12.50428816
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_Team Dign_Virtus Pr.player5.path16.csv,1614,12.82705647,14.87149251,358,278,80,0.776536313,0.22180917,0.172242875,,,24.43554257,28.33019324,13.30855019,10.33457249
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\3998_R1_Team Dign_Virtus Pr.player7.path11.csv,4631,4.396394145,4.898618184,414,315,99,0.760869565,0.089397538,0.068019866,,,8.375130847,9.33186764,5.3638523,4.081191967
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4000_R1_Epsilon_Berzerk.player6.path27.csv,5495,6.888467634,7.987591073,1136,786,350,0.691901408,0.206733394,0.143039126,,,13.12253084,15.21636099,12.40400364,8.582347589
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4000_R1_Epsilon_Berzerk.player8.path10.csv,2423,15.41436196,16.84714423,1249,498,751,0.398718975,0.515476682,0.205530334,,,29.36435954,32.09380976,30.92860091,12.33182006
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4000_R1_Ninjas in_Berzerk.player1.path31.csv,2158,16.39890397,17.18947469,1144,436,708,0.381118881,0.530120482,0.202038925,,,31.23991206,32.74594928,31.80722892,12.1223355
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4000_R1_Ninjas in_Berzerk.player2.path2.csv,429,21.75680993,21.623957,327,119,208,0.363914373,0.762237762,0.277389277,,,41.44672292,41.19363809,45.73426573,16.64335664
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4000_R1_Publiclir_Berzerk.player6.path1.csv,462,18.57766057,19.62440997,269,111,158,0.412639405,0.582251082,0.24025974,,,35.39044338,37.384501,34.93506494,14.41558442
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player0.path13.csv,2862,13.20077958,17.11977518,919,519,400,0.564744287,0.321104123,0.181341719,,,25.14748511,32.61317172,19.26624738,10.88050314
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player1.path24.csv,827,11.13586793,12.5050134,324,106,218,0.327160494,0.391777509,0.128174123,,,21.2138284,23.82205052,23.50665054,7.6904474
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player1.path25.csv,2391,14.95853829,17.32685859,832,640,192,0.769230769,0.34797156,0.267670431,,,28.49601544,33.00766562,20.8782936,16.06022585
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player3.path12.csv,2287,16.60157278,17.88723376,975,508,467,0.521025641,0.426322693,0.222125055,,,31.62599614,34.07518031,25.57936161,13.32750328
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player3.path25.csv,907,15.09613187,16.34107073,423,126,297,0.29787234,0.466372657,0.138919515,,,28.75813122,31.12973975,27.98235943,8.335170893
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player5.path21.csv,1782,13.3548847,14.90868366,652,339,313,0.51993865,0.365881033,0.19023569,,,25.44105536,28.40104237,21.95286195,11.41414141
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player5.path25.csv,1395,15.99985741,17.01848411,761,269,492,0.35348226,0.545519713,0.192831541,,,30.47972837,32.42021223,32.7311828,11.56989247
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player7.path8.csv,2551,15.31526502,17.29617345,1040,535,505,0.514423077,0.407683261,0.209721678,,,29.17557986,32.94921042,24.46099569,12.58330067
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_1406398538.player8.path13.csv,3357,16.02166846,18.47381685,1510,898,612,0.594701987,0.449806375,0.267500745,,,30.52127842,35.19262111,26.98838248,16.05004468
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_fnatic_SK Gaming.player1.path24.csv,2423,11.97153343,13.07159884,864,422,442,0.488425926,0.356582749,0.174164259,,,22.80577118,24.90139579,21.39496492,10.44985555
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_fnatic_SK Gaming.player3.path0.csv,1515,12.77590717,13.80389753,659,257,402,0.389984825,0.434983498,0.169636964,,,24.33810316,26.29642479,26.0990099,10.17821782
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_fnatic_SK Gaming.player4.path6.csv,3260,14.85161656,16.35153307,1433,606,827,0.422889044,0.439570552,0.185889571,,,28.29232955,31.1496705,26.37423313,11.15337423
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4001_R1_fnatic_SK Gaming.player7.path14.csv,1708,14.19797362,16.14789859,641,335,306,0.522620905,0.37529274,0.196135831,,,27.04713974,30.76174681,22.5175644,11.76814988
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4002_R1_HellRaise_Reason Ga.player7.path12.csv,3065,15.36103248,17.04526321,1236,654,582,0.529126214,0.403262643,0.213376835,,,29.26276688,32.47122642,24.19575856,12.80261011
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4002_R1_HellRaise_Reason Ga.player8.path6.csv,326,19.28780876,20.12944901,213,46,167,0.215962441,0.653374233,0.141104294,,,36.74327569,38.34660036,39.20245399,8.466257669
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4002_R1_HellRaise_Reason Ga.player9.path15.csv,946,14.46826264,14.72645499,497,172,325,0.346076459,0.525369979,0.181818182,,,27.56204034,28.05389675,31.52219873,10.90909091
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4002_R1_TitanCS_o4o.player2.path12.csv,1416,15.50842643,16.66963227,623,333,290,0.534510433,0.439971751,0.235169492,,,29.54355235,31.75564947,26.39830508,14.11016949
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4002_R1_TitanCS_o4o.player4.path15.csv,1813,12.97462072,15.45139316,574,348,226,0.606271777,0.316602317,0.191947049,,,24.71665248,29.43490397,18.996139,11.51682295
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_1406400555.player0.path4.csv,476,22.07660112,22.56034302,381,103,278,0.270341207,0.800420168,0.216386555,,,42.05592513,42.97745345,48.02521008,12.98319328
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_1406400555.player0.path28.csv,2754,11.65657172,13.55939254,888,513,375,0.577702703,0.322440087,0.18627451,,,22.20576912,25.83064279,19.34640523,11.17647059
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_1406400555.player4.path6.csv,1985,11.64464914,12.53450265,585,250,335,0.427350427,0.294710327,0.125944584,,,22.1830566,23.87822755,17.68261965,7.556675063
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_1406400555.player7.path18.csv,3639,16.39034927,18.66137607,1641,821,820,0.500304692,0.450948063,0.225611432,,,31.22361536,35.54992141,27.05688376,13.5366859
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_1406400555.player8.path28.csv,836,13.69708614,14.98694308,318,83,235,0.261006289,0.380382775,0.099282297,,,26.09294911,28.55012657,22.82296651,5.956937799
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_HellRaise_SK Gaming.player0.path25.csv,1710,13.95166956,16.5960502,659,381,278,0.57814871,0.385380117,0.222807018,,,26.57793051,31.61547564,23.12280702,13.36842105
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_HellRaise_SK Gaming.player1.path13.csv,835,13.29775272,14.00869831,364,106,258,0.291208791,0.435928144,0.126946108,,,25.33221894,26.68657029,26.15568862,7.616766467
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_HellRaise_SK Gaming.player5.path11.csv,2063,16.88867954,18.25774869,1055,434,621,0.411374408,0.511391178,0.210373243,,,32.17293452,34.78101125,30.68347067,12.62239457
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_Virtus Pr_Natus Vin.player0.path19.csv,2266,9.947585949,10.98457408,648,335,313,0.516975309,0.285966461,0.147837599,,,18.95015123,20.92561361,17.15798764,8.870255958
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_Virtus Pr_Natus Vin.player8.path9.csv,3905,14.84030596,16.6580758,1634,862,772,0.52753978,0.4184379,0.220742638,,,28.27078285,31.7336344,25.10627401,13.24455826
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_Virtus Pr_Natus Vin.player8.path11.csv,1975,16.14123908,18.2056998,938,544,394,0.579957356,0.474936709,0.275443038,,,30.74906046,34.68185812,28.49620253,16.52658228
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R1_Virtus Pr_Natus Vin.player9.path9.csv,2683,16.95393715,18.88403637,1342,586,756,0.436661699,0.500186359,0.218412225,,,32.29725028,35.97408929,30.01118151,13.10473351
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R2_Epsilon_Natus Vin.player0.path27.csv,1084,16.33311122,16.90005002,658,195,463,0.296352584,0.60701107,0.179889299,,,31.11457687,32.1945953,36.42066421,10.79335793
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R2_Epsilon_Natus Vin.player3.path24.csv,2715,13.58914604,15.38846337,837,435,402,0.519713262,0.308287293,0.160220994,,,25.8873232,29.31502272,18.49723757,9.613259669
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4004_R3_1406401160.player4.path11.csv,1217,14.69339293,15.7257658,519,291,228,0.560693642,0.426458505,0.239112572,,,27.99091354,29.95758384,25.58751027,14.34675431
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_fnatic_Berzerk.player2.path12.csv,1749,12.64813691,14.44785473,410,389,21,0.948780488,0.234419668,0.222412807,,,24.09470081,27.52316326,14.0651801,13.34476844
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_fnatic_Berzerk.player2.path21.csv,519,10.1772842,11.79387822,114,92,22,0.807017544,0.219653179,0.177263969,,,19.3877264,22.467338,13.17919075,10.63583815
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_HellRaise_OnlineBOT.player2.path39.csv,749,11.79426449,12.86894739,166,164,2,0.987951807,0.221628838,0.218958611,,,22.46807386,24.51534477,13.29773031,13.13751669
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_HellRaise_OnlineBOT.player9.path12.csv,1497,12.86278679,14.97322575,372,226,146,0.607526882,0.248496994,0.150968604,,,24.50360884,28.52399506,14.90981964,9.058116232
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_HellRaise_Virtus Pr.player0.path1.csv,770,12.72947884,14.0557209,226,133,93,0.588495575,0.293506494,0.172727273,,,24.24965719,26.77614832,17.61038961,10.36363636
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_HellRaise_Virtus Pr.player5.path14.csv,1411,12.51768923,13.53549086,323,347,-24,1.074303406,0.228915663,0.245924876,,,23.84619797,25.78511008,13.73493976,14.75549256
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_HellRaise_Virtus Pr.player9.path9.csv,836,6.29786174,7.50247393,85,90,-5,1.058823529,0.101674641,0.107655502,,,11.99742662,14.29221284,6.100478469,6.459330144
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Reason Ga_Berzerk.player5.path20.csv,1786,10.79540938,11.54389142,298,323,-25,1.083892617,0.166853303,0.180851064,,,20.56525487,21.99111316,10.01119821,10.85106383
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Reason Ga_Berzerk.player8.path6.csv,1425,8.738583908,9.936679897,241,236,5,0.979253112,0.169122807,0.165614035,,,16.64700234,18.9293752,10.14736842,9.936842105
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Reason Ga_Virtus Pr.player7.path18.csv,833,11.82972278,12.15730135,206,113,93,0.548543689,0.24729892,0.135654262,,,22.5356219,23.15965908,14.83793517,8.139255702
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_fnatic.player1.path28.csv,840,11.95992458,12.8261614,223,156,67,0.69955157,0.26547619,0.185714286,,,22.78365633,24.43383747,15.92857143,11.14285714
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_fnatic.player3.path13.csv,1369,13.49749693,14.63959996,280,180,100,0.642857143,0.204528853,0.131482834,,,25.71273165,27.88843792,12.27173119,7.888970051
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_fnatic.player5.path14.csv,447,10.43656703,11.46527456,103,48,55,0.466019417,0.230425056,0.10738255,,,19.8816602,21.84134805,13.82550336,6.44295302
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_fnatic.player5.path30.csv,447,8.025133729,10.18368715,51,79,-28,1.549019608,0.11409396,0.176733781,,,15.28787975,19.39992402,6.845637584,10.60402685
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_fnatic.player7.path9.csv,1426,11.67557368,12.86089881,313,210,103,0.670926518,0.219495091,0.147265077,,,22.24196786,24.50001222,13.16970547,8.835904628
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_HellRaise.player8.path27.csv,1170,10.58569752,12.31653512,251,232,19,0.924302789,0.214529915,0.198290598,,,20.16575378,23.4629994,12.87179487,11.8974359
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Team LDLC_USSR.player3.path2.csv,550,10.18931073,12.36732005,125,77,48,0.616,0.227272727,0.14,,,19.41063694,23.55974469,13.63636364,8.4
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_TitanCS_fnatic.player9.path22.csv,1217,13.27768216,15.40296686,350,314,36,0.897142857,0.28759244,0.258011504,,,25.29398451,29.34265187,17.25554643,15.48069022
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_USSR_OnlineBOT.player1.path37.csv,1063,11.52336423,14.38340814,242,221,21,0.91322314,0.227657573,0.207902164,,,21.95200885,27.40039251,13.65945437,12.47412982
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Virtus Pr_Berzerk.player0.path21.csv,1729,8.646220019,9.535363344,256,221,35,0.86328125,0.148062464,0.127819549,,,16.47104914,18.16486717,8.883747831,7.669172932
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Virtus Pr_Berzerk.player4.path22.csv,583,9.523240621,10.36296985,108,60,48,0.555555556,0.185248714,0.102915952,,,18.14177338,19.74145756,11.11492281,6.174957118
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Virtus Pr_Berzerk.player7.path17.csv,1244,12.77580517,14.8993244,305,299,6,0.980327869,0.245176849,0.240353698,,,24.33790885,28.38321299,14.71061093,14.42122186
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Virtus Pr_Berzerk.player8.path13.csv,1214,14.21481986,15.74386549,369,305,64,0.826558266,0.303953871,0.251235585,,,27.07923183,29.99206375,18.23723229,15.07413509
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Virtus Pr_Berzerk.player9.path17.csv,1041,11.56435262,13.19157621,235,183,52,0.778723404,0.225744476,0.175792507,,,22.03009174,25.12995267,13.54466859,10.54755043
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4063_R1_Virtus Pr_Berzerk.player9.path24.csv,935,11.87156335,14.68292889,231,233,-2,1.008658009,0.247058824,0.249197861,,,22.61532817,27.97097954,14.82352941,14.95187166
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409475105.player0.path32.csv,1820,11.1909159,12.46393382,377,299,78,0.793103448,0.207142857,0.164285714,,,21.31869479,23.74379392,12.42857143,9.857142857
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409475105.player3.path30.csv,1684,12.84979605,14.84241099,410,284,126,0.692682927,0.243467933,0.168646081,,,24.47886148,28.27479293,14.60807601,10.11876485
